sequence_id,pose_fail,proxy_model,frame_idx,anchor_value
plantview__langdon_4__05-03-24,False,da3,45,0.9334877590180575
plantview__langdon_4__05-03-24,False,da3,46,0.8412795515519937
plantview__langdon_4__05-03-24,False,da3,47,0.8476817644879628
plantview__langdon_4__05-03-24,False,da3,48,0.937221883947054
plantview__langdon_4__05-03-24,False,da3,49,0.8778252181380629
plantview__langdon_4__05-03-24,False,da3,50,0.8974750162910202
plantview__langdon_4__05-03-24,False,da3,51,0.8992811790506661
plantview__langdon_4__05-03-24,False,da3,52,0.8993718843696623
plantview__langdon_4__05-03-24,False,da3,53,0.8888599654269187
plantview__langdon_4__05-03-24,False,da3,54,0.8150698538286405
plantview__langdon_4__05-03-24,False,da3,55,0.8400472170482969
plantview__langdon_4__05-03-24,False,da3,56,0.7634754170202639
plantview__langdon_4__05-03-24,False,da3,57,0.7346146744095505
plantview__langdon_4__05-03-24,False,da3,58,0.6287299000770018
plantview__langdon_4__05-03-24,False,da3,59,0.6121807103018643
plantview__langdon_4__05-03-24,False,da3,60,0.5801425760312399
plantview__langdon_4__05-03-24,False,da3,61,0.6165025513541388
plantview__langdon_4__05-03-24,False,da3,62,0.5939197319906402
plantview__langdon_4__05-03-24,False,da3,63,0.5663911539736046
plantview__langdon_4__05-03-24,False,da3,64,0.613198676525287
plantview__langdon_4__05-03-24,False,da3,65,0.5767754252595592
plantview__langdon_4__05-03-24,False,da3,66,0.6446622227318406
plantview__langdon_4__05-03-24,False,da3,67,0.6115556004942997
plantview__langdon_4__05-03-24,False,da3,68,0.6605290051027577
plantview__langdon_4__05-03-24,False,da3,69,0.727259584311468
plantview__langdon_4__05-03-24,False,da3,70,0.7725964658549102
plantview__langdon_4__05-03-24,False,da3,71,0.7688348787880548
plantview__langdon_4__05-03-24,False,da3,72,0.8592732846433093
plantview__langdon_4__05-03-24,False,da3,73,0.8973434618110128
plantview__langdon_4__05-03-24,False,da3,74,0.8785855809048881
plantview__langdon_4__05-03-24,False,da3,75,0.9319872085857908
plantview__langdon_4__05-03-24,False,da3,76,0.9442779920371291
plantview__langdon_4__05-03-24,False,da3,77,0.9424799149703353
plantview__langdon_4__05-03-24,False,da3,78,0.9296638689324279
plantview__langdon_4__05-03-24,False,da3,79,0.8660757136258409
plantview__langdon_4__05-03-24,False,da3,80,0.8418210312620432
plantview__langdon_4__05-03-24,False,da3,81,0.8646369113443773
plantview__langdon_4__05-03-24,False,da3,82,0.8948562159655189
plantview__langdon_4__05-03-24,False,da3,83,0.9225049598541136
plantview__langdon_4__05-03-24,False,da3,84,0.9192570461980005
plantview__langdon_4__05-03-24,False,da3,85,0.8714746266638774
plantview__langdon_4__05-03-24,False,da3,86,0.886104244915094
plantview__langdon_4__05-03-24,False,da3,87,0.8638224574204931
plantview__langdon_4__05-03-24,False,da3,88,0.7720259237148598
plantview__langdon_4__05-03-24,False,da3,89,0.7379360245077609
plantview__langdon_4__05-03-24,False,da3,90,0.7155619420504682
plantview__langdon_4__05-03-24,False,da3,91,0.700713274335042
plantview__langdon_4__05-03-24,False,da3,92,0.6182504137902534
plantview__langdon_4__05-03-24,False,da3,93,0.6242263838939541
plantview__langdon_4__05-03-24,False,da3,94,0.6301676683604762
plantview__langdon_4__05-03-24,False,da3,95,0.6172033996259465
plantview__langdon_4__05-03-24,False,da3,96,0.5774729215170153
plantview__langdon_4__05-03-24,False,da3,97,0.5987211022725754
plantview__langdon_4__05-03-24,False,da3,98,0.638329874543775
plantview__langdon_4__05-03-24,False,da3,99,0.6755558956230725
plantview__langdon_4__05-03-24,False,da3,100,0.6908009204384973
plantview__langdon_4__05-03-24,False,da3,101,0.6956483222836096
plantview__langdon_4__05-03-24,False,da3,102,0.6985639908387999
plantview__langdon_4__05-03-24,False,da3,103,0.7351231949304053
plantview__langdon_4__05-03-24,False,da3,104,0.8451406193103655
plantview__langdon_4__05-03-24,False,da3,105,0.8609058907402698
plantview__langdon_4__05-03-24,False,da3,106,0.9139250027618755
plantview__langdon_4__05-03-24,False,da3,107,0.9099934467424331
plantview__langdon_4__05-03-24,False,da3,108,0.9381617431742328
plantview__langdon_4__05-03-24,False,da3,109,0.9591830867595689
plantview__langdon_4__05-03-24,False,da3,110,0.851625486406405
plantview__langdon_4__05-03-24,False,da3,111,0.8591080177082258
plantview__langdon_4__05-03-24,False,da3,112,0.8092288702832136
plantview__langdon_4__05-03-24,False,da3,113,0.8469319343908217
plantview__langdon_4__05-03-24,False,da3,114,0.938163571060152
plantview__langdon_4__05-03-24,False,da3,115,0.9037475691728973
plantview__langdon_4__05-03-24,False,da3,116,0.8928392341739666
plantview__langdon_4__05-03-24,False,da3,117,0.8603547559108864
plantview__langdon_4__05-03-24,False,da3,118,0.8370507004086223
plantview__langdon_4__05-03-24,False,da3,119,0.8406180415392561
plantview__langdon_4__05-03-24,False,da3,120,0.8146333867660063
plantview__langdon_4__05-03-24,False,da3,121,0.7361372343916651
plantview__langdon_4__05-03-24,False,da3,122,0.7789488786246603
plantview__langdon_4__05-03-24,False,da3,123,0.728382181121886
plantview__langdon_4__05-03-24,False,da3,124,0.6851709073893533
plantview__langdon_4__05-03-24,False,da3,125,0.629657663821295
plantview__langdon_4__05-03-24,False,da3,126,0.5695672101914125
plantview__langdon_4__05-03-24,False,da3,127,0.5753096722403861
plantview__langdon_4__05-03-24,False,da3,128,0.5781408283265401
plantview__langdon_4__05-03-24,False,da3,129,0.5799592667781024
plantview__langdon_4__05-03-24,False,da3,130,0.6736833810157516
plantview__langdon_4__05-03-24,False,da3,131,0.6965784451785608
plantview__langdon_4__05-03-24,False,da3,132,0.7806308052708122
plantview__langdon_4__05-03-24,False,da3,133,0.757279511953407
plantview__langdon_4__05-03-24,False,da3,134,0.7564349428639474
plantview__langdon_4__05-03-24,False,da3,135,0.7913330365206694
plantview__langdon_4__05-03-24,False,da3,136,0.8472381211927356
plantview__langdon_4__05-03-24,False,da3,137,0.7939732057224942
plantview__langdon_4__05-03-24,False,da3,138,0.8042065049223155
plantview__langdon_4__05-03-24,False,da3,139,0.8652304887477411
plantview__langdon_4__05-03-24,False,da3,140,0.864716243107599
plantview__langdon_4__05-03-24,False,da3,141,0.9079083870942971
plantview__langdon_4__05-03-24,False,da3,142,0.8344307109920037
plantview__langdon_4__05-03-24,False,da3,143,0.8247551574993826
plantview__langdon_4__05-03-24,False,da3,144,0.8306868356865813
plantview__langdon_4__05-03-24,False,da3,145,0.8406648319776759
plantview__langdon_4__05-03-24,False,da3,146,0.9238855327000535
plantview__langdon_4__05-03-24,False,da3,147,0.8507143445087997
plantview__langdon_4__05-03-24,False,da3,148,0.8887514670194447
plantview__langdon_4__05-03-24,False,da3,149,0.8182578461553741
plantview__langdon_4__05-03-24,False,da3,150,0.85154619155954
plantview__langdon_4__05-03-24,False,da3,151,0.8862035499383152
plantview__langdon_4__05-03-24,False,da3,152,0.7734696554734355
plantview__langdon_4__05-03-24,False,da3,153,0.8144406471148192
plantview__langdon_4__05-03-24,False,da3,154,0.745593088053238
plantview__langdon_4__05-03-24,False,da3,155,0.7475870331562137
plantview__langdon_4__05-03-24,False,da3,156,0.6988036587506485
plantview__langdon_4__05-03-24,False,da3,157,0.672604484828574
plantview__langdon_4__05-03-24,False,da3,158,0.6656872005084647
plantview__langdon_4__05-03-24,False,da3,159,0.6199076108132191
plantview__langdon_4__05-03-24,False,da3,160,0.5887755857985869
plantview__langdon_4__05-03-24,False,da3,161,0.6009585934916959
plantview__langdon_4__05-03-24,False,da3,162,0.6360294880643079
plantview__langdon_4__05-03-24,False,da3,163,0.6528154689432846
plantview__langdon_4__05-03-24,False,da3,164,0.6557836719702637
plantview__langdon_4__05-03-24,False,da3,165,0.7222227239529133
plantview__langdon_4__05-03-24,False,da3,166,0.7775574335329023
plantview__langdon_4__05-03-24,False,da3,167,0.7649023753551157
plantview__langdon_4__05-03-24,False,da3,168,0.870931074736117
plantview__langdon_4__05-03-24,False,da3,169,0.8337819441464411
plantview__langdon_4__05-03-24,False,da3,170,0.8520031081784298
plantview__langdon_4__05-03-24,False,da3,171,0.9064631509852703
plantview__langdon_4__05-03-24,False,da3,172,0.8722474196702829
plantview__langdon_4__05-03-24,False,da3,173,0.8754185270893329
plantview__langdon_4__05-03-24,False,da3,174,0.8103759258197024
plantview__langdon_4__05-03-24,False,da3,175,0.78958817878182
plantview__langdon_4__05-03-24,False,da3,176,0.8222267989984064
plantview__langdon_4__05-03-24,False,da3,177,0.7907122490036996
plantview__langdon_4__05-03-24,False,da3,178,0.8763832089177692
plantview__langdon_4__05-03-24,False,da3,179,0.897843780319598
plantview__langdon_4__05-03-24,False,da3,180,0.8841749179786422
plantview__langdon_4__05-03-24,False,da3,181,0.8988972175019991
plantview__langdon_4__05-03-24,False,da3,182,0.8506211847123065
plantview__langdon_4__05-03-24,False,da3,183,0.8538645145778123
plantview__langdon_4__05-03-24,False,da3,184,0.7901334329278875
plantview__langdon_4__05-03-24,False,da3,185,0.705579760409813
plantview__langdon_4__05-03-24,False,da3,186,0.6965510707182612
plantview__langdon_4__05-03-24,False,da3,187,0.6720453853700454
plantview__langdon_4__05-03-24,False,da3,188,0.626234771660655
plantview__langdon_4__05-03-24,False,da3,189,0.6002230206260835
plantview__langdon_4__05-03-24,False,da3,190,0.6053162348675313
plantview__langdon_4__05-03-24,False,da3,191,0.5876399160194143
plantview__langdon_4__05-03-24,False,da3,192,0.5364310302793263
plantview__langdon_4__05-03-24,False,da3,193,0.5175034280028601
plantview__langdon_4__05-03-24,False,da3,194,0.5624316896927224
plantview__langdon_4__05-03-24,False,da3,195,0.5531163304527096
plantview__langdon_4__05-03-24,False,da3,196,0.5986539031328433
plantview__langdon_4__05-03-24,False,da3,197,0.6456040421629015
plantview__langdon_4__05-03-24,False,da3,198,0.6502440532594436
plantview__langdon_4__05-03-24,False,da3,199,0.7007713676943852
plantview__langdon_4__05-03-24,False,da3,200,0.7696718123581808
plantview__langdon_4__05-03-24,False,da3,201,0.825929414679333
plantview__langdon_4__05-03-24,False,da3,202,0.829133062146944
plantview__langdon_4__05-03-24,False,da3,203,0.8757859605363199
plantview__langdon_4__05-03-24,False,da3,204,0.8460773871959466
plantview__langdon_4__05-03-24,False,da3,205,0.8210600420722406
plantview__langdon_4__05-03-24,False,da3,206,0.7664737087871474
plantview__langdon_4__05-03-24,False,da3,207,0.8381338200815154
plantview__langdon_4__05-03-24,False,da3,208,0.8003010637355361
plantview__langdon_4__05-03-24,False,da3,209,0.785243764068903
plantview__langdon_4__05-03-24,False,da3,210,0.8376717730292456
plantview__langdon_4__05-03-24,False,da3,211,0.8355067171637922
plantview__langdon_4__05-03-24,False,da3,212,0.8230674753598202
plantview__langdon_4__05-03-24,False,da3,213,0.8327564714029472
plantview__langdon_4__05-03-24,False,da3,214,0.8014001796712258
plantview__langdon_4__05-03-24,False,da3,215,0.8480017369369983
plantview__langdon_4__05-03-24,False,da3,216,0.7592778469754872
plantview__langdon_4__05-03-24,False,da3,217,0.6835514060841563
plantview__langdon_4__05-03-24,False,da3,218,0.6606753260128281
plantview__langdon_4__05-03-24,False,da3,219,0.6307672242780272
plantview__langdon_4__05-03-24,False,da3,220,0.5868120973978163
plantview__langdon_4__05-03-24,False,da3,221,0.5844643712711722
plantview__langdon_4__05-03-24,False,da3,222,0.5216204934009452
plantview__langdon_4__05-03-24,False,da3,223,0.5472627816138453
plantview__langdon_4__05-03-24,False,da3,224,0.5408963880354697
plantview__langdon_4__05-03-24,False,da3,225,0.5524324883054257
plantview__langdon_4__05-03-24,False,da3,226,0.564045932660407
plantview__langdon_4__05-03-24,False,da3,227,0.5907634267281041
plantview__langdon_4__05-03-24,False,da3,228,0.6074464319465733
plantview__langdon_4__05-03-24,False,da3,229,0.6488872995923916
plantview__langdon_4__05-03-24,False,da3,230,0.6942376447396166
plantview__langdon_4__05-03-24,False,da3,231,0.7470052296369623
plantview__langdon_4__05-03-24,False,da3,232,0.7862464600135008
plantview__langdon_4__05-03-24,False,da3,233,0.8318608741222085
plantview__langdon_4__05-03-24,False,da3,234,0.7684979296900812
plantview__langdon_4__05-03-24,False,da3,235,0.795386825754246
plantview__langdon_4__05-03-24,False,da3,236,0.8208056837481625
plantview__langdon_4__05-03-24,False,da3,237,0.8527518551508919
plantview__langdon_4__05-03-24,False,da3,238,0.8534474487484258
plantview__langdon_4__05-03-24,False,da3,239,0.8027981385269087
plantview__langdon_4__05-03-24,False,da3,240,0.799259646675617
plantview__langdon_4__05-03-24,False,da3,241,0.7841954567980667
plantview__langdon_4__05-03-24,False,da3,242,0.8189067314114742
plantview__langdon_4__05-03-24,False,da3,243,0.8388269099147287
plantview__langdon_4__05-03-24,False,da3,244,0.8309018618053956
plantview__langdon_4__05-03-24,False,da3,245,0.7161994833010981
plantview__langdon_4__05-03-24,False,da3,246,0.7224490260523876
plantview__langdon_4__05-03-24,False,da3,247,0.6949907799733919
plantview__langdon_4__05-03-24,False,da3,248,0.6582644239834445
plantview__langdon_4__05-03-24,False,da3,249,0.617648081437125
plantview__langdon_4__05-03-24,False,da3,250,0.5715702418286375
plantview__langdon_4__05-03-24,False,da3,251,0.5761385743356016
plantview__langdon_4__05-03-24,False,da3,252,0.5944212884795806
plantview__langdon_4__05-03-24,False,da3,253,0.5944785616023663
plantview__langdon_4__05-03-24,False,da3,254,0.561638287350674
plantview__langdon_4__05-03-24,False,da3,255,0.5709226671179242
plantview__langdon_4__05-03-24,False,da3,256,0.5591547056014484
plantview__langdon_4__05-03-24,False,da3,257,0.5504010098975308
plantview__langdon_4__05-03-24,False,da3,258,0.5894368678318793
plantview__langdon_4__05-03-24,False,da3,259,0.5584331636880637
plantview__langdon_4__05-03-24,False,da3,260,0.596361935004071
plantview__langdon_4__05-03-24,False,da3,261,0.6097287564883318
plantview__langdon_4__05-03-24,False,da3,262,0.6369071766688353
plantview__langdon_4__05-03-24,False,da3,263,0.6895761658933028
plantview__langdon_4__05-03-24,False,da3,264,0.7441279904262125
plantview__langdon_4__05-03-24,False,da3,265,0.7393154343030945
plantview__langdon_4__05-03-24,False,da3,266,0.7986689681750989
plantview__langdon_4__05-03-24,False,da3,267,0.844012176868854
plantview__langdon_4__05-03-24,False,da3,268,0.8594547140093598
plantview__langdon_4__05-03-24,False,da3,269,0.8648541647725092
plantview__langdon_4__05-03-24,False,da3,270,0.7841919108711253
plantview__langdon_4__05-03-24,False,da3,271,0.7618270199936579
plantview__langdon_4__05-03-24,False,da3,272,0.7602548176885034
plantview__langdon_4__05-03-24,False,da3,273,0.8050108348631533
plantview__langdon_4__05-03-24,False,da3,274,0.8023018886919446
plantview__langdon_4__05-03-24,False,da3,275,0.8509781649853587
plantview__langdon_4__05-03-24,False,da3,276,0.8340989110312178
plantview__langdon_4__05-03-24,False,da3,277,0.7771194244201585
plantview__langdon_4__05-03-24,False,da3,278,0.7870412481825739
plantview__langdon_4__05-03-24,False,da3,279,0.7701786933896843
plantview__langdon_4__05-03-24,False,da3,280,0.7500023050801039
plantview__langdon_4__05-03-24,False,da3,281,0.6458736656321389
plantview__langdon_4__05-03-24,False,da3,282,0.6108485584575478
plantview__langdon_4__05-03-24,False,da3,283,0.5755457064860268
plantview__langdon_4__05-03-24,False,da3,284,0.5453522303019998
plantview__langdon_4__05-03-24,False,da3,285,0.5935788055032527
plantview__langdon_4__05-03-24,False,da3,286,0.5640254349924663
plantview__langdon_4__05-03-24,False,da3,287,0.5232522712685241
plantview__langdon_4__05-03-24,False,da3,288,0.5493932667051867
plantview__langdon_4__05-03-24,False,da3,289,0.5279715620359193
plantview__langdon_4__05-03-24,False,da3,290,0.5811849114577867
plantview__langdon_4__05-03-24,False,da3,291,0.5563606906668828
plantview__langdon_4__05-03-24,False,da3,292,0.5516056520748567
plantview__langdon_4__05-03-24,False,da3,293,0.6097152911929224
plantview__langdon_4__05-03-24,False,da3,294,0.6449644722981707
plantview__langdon_4__05-03-24,False,da3,295,0.6981804338426194
plantview__langdon_4__05-03-24,False,da3,296,0.7237350035141371
plantview__langdon_4__05-03-24,False,da3,297,0.7672379991156046
plantview__langdon_4__05-03-24,False,da3,298,0.8134324243945307
plantview__langdon_4__05-03-24,False,da3,299,0.8346741403125141
plantview__langdon_4__05-03-24,False,da3,300,0.8381305529235208
plantview__langdon_4__05-03-24,False,da3,301,0.8172160935335404
plantview__langdon_4__05-03-24,False,da3,302,0.774035593582886
plantview__langdon_4__05-03-24,False,da3,303,0.8284535532404576
plantview__langdon_4__05-03-24,False,da3,304,0.7785505419691621
plantview__langdon_4__05-03-24,False,da3,305,0.766581528740368
plantview__langdon_4__05-03-24,False,da3,306,0.813859311461553
plantview__langdon_4__05-03-24,False,da3,307,0.8230103367578641
plantview__langdon_4__05-03-24,False,da3,308,0.7980435363142743
plantview__langdon_4__05-03-24,False,da3,309,0.7898774034519236
plantview__langdon_4__05-03-24,False,da3,310,0.7721912610394743
plantview__langdon_4__05-03-24,False,da3,311,0.7777975720063264
plantview__langdon_4__05-03-24,False,da3,312,0.7292647998284731
plantview__langdon_4__05-03-24,False,da3,313,0.6595216745932628
plantview__langdon_4__05-03-24,False,da3,314,0.6100819845948828
plantview__langdon_4__05-03-24,False,da3,315,0.5685929074464444
plantview__langdon_4__05-03-24,False,da3,316,0.5437525935445956
plantview__langdon_4__05-03-24,False,da3,317,0.5888221796381392
plantview__langdon_4__05-03-24,False,da3,318,0.5514924704281108
plantview__langdon_4__05-03-24,False,da3,319,0.5459700862696032
plantview__langdon_4__05-03-24,False,unidepth,0,1.1267561088842033
plantview__langdon_4__05-03-24,False,unidepth,1,0.8551639916823095
plantview__langdon_4__05-03-24,False,unidepth,2,0.6026695074126223
plantview__langdon_4__05-03-24,False,unidepth,3,0.7524305856806315
plantview__langdon_4__05-03-24,False,unidepth,4,0.9238143543516562
plantview__langdon_4__05-03-24,False,unidepth,5,1.7605273292978767
plantview__langdon_4__05-03-24,False,unidepth,6,1.8384478418420027
plantview__langdon_4__05-03-24,False,unidepth,7,1.9842850782239874
plantview__langdon_4__05-03-24,False,unidepth,8,1.6794246804789315
plantview__langdon_4__05-03-24,False,unidepth,9,1.736012838567787
plantview__langdon_4__05-03-24,False,unidepth,10,1.9442982605547994
plantview__langdon_4__05-03-24,False,unidepth,11,1.6965751915931762
plantview__langdon_4__05-03-24,False,unidepth,12,1.750635095185265
plantview__langdon_4__05-03-24,False,unidepth,13,1.8035677300376842
plantview__langdon_4__05-03-24,False,unidepth,14,1.9123380879774783
plantview__langdon_4__05-03-24,False,unidepth,15,1.942186785368954
plantview__langdon_4__05-03-24,False,unidepth,16,1.9668466754942622
plantview__langdon_4__05-03-24,False,unidepth,17,2.0466564430170684
plantview__langdon_4__05-03-24,False,unidepth,18,1.9025440709640034
plantview__langdon_4__05-03-24,False,unidepth,19,1.616602838582986
plantview__langdon_4__05-03-24,False,unidepth,20,1.6169243005461524
plantview__langdon_4__05-03-24,False,unidepth,21,1.892327840829681
plantview__langdon_4__05-03-24,False,unidepth,22,1.9567798081370538
plantview__langdon_4__05-03-24,False,unidepth,23,2.1016933432559206
plantview__langdon_4__05-03-24,False,unidepth,24,1.9256138163426026
plantview__langdon_4__05-03-24,False,unidepth,25,1.7413943318468381
plantview__langdon_4__05-03-24,False,unidepth,26,1.2799202705144233
plantview__langdon_4__05-03-24,False,unidepth,27,1.018196169286629
plantview__langdon_4__05-03-24,False,unidepth,28,0.6995145546459594
plantview__langdon_4__05-03-24,False,unidepth,29,0.7443916248874215
plantview__langdon_4__05-03-24,False,unidepth,30,0.790016666010301
plantview__langdon_4__05-03-24,False,unidepth,31,1.650720256805215
plantview__langdon_4__05-03-24,False,unidepth,32,2.1410367293323684
plantview__langdon_4__05-03-24,False,unidepth,33,2.742315608710908
plantview__langdon_4__05-03-24,False,unidepth,34,0.7768407005097988
plantview__langdon_4__05-03-24,False,unidepth,35,0.6676447782700068
plantview__langdon_4__05-03-24,False,unidepth,36,0.7372148645237141
plantview__langdon_4__05-03-24,False,unidepth,37,1.3366879723560037
plantview__langdon_4__05-03-24,False,unidepth,38,1.504840536742966
plantview__langdon_4__05-03-24,False,unidepth,39,1.996960274830729
plantview__langdon_4__05-03-24,False,unidepth,40,2.2207694100428066
plantview__langdon_4__05-03-24,False,unidepth,41,2.026652110295083
plantview__langdon_4__05-03-24,False,unidepth,42,1.89811097988611
plantview__langdon_4__05-03-24,False,unidepth,43,1.8173493381397985
plantview__langdon_4__05-03-24,False,unidepth,44,1.6396680786868498
plantview__langdon_4__05-03-24,False,unidepth,45,1.8748127471533351
plantview__langdon_4__05-03-24,False,unidepth,46,2.066865700989589
plantview__langdon_4__05-03-24,False,unidepth,47,2.030371139525256
plantview__langdon_4__05-03-24,False,unidepth,48,1.8217596978101376
plantview__langdon_4__05-03-24,False,unidepth,49,1.9766190573901283
plantview__langdon_4__05-03-24,False,unidepth,50,1.7284977311146206
plantview__langdon_4__05-03-24,False,unidepth,51,1.4718688216490645
plantview__langdon_4__05-03-24,False,unidepth,52,1.5796192053611795
plantview__langdon_4__05-03-24,False,unidepth,53,1.8124067729755424
plantview__langdon_4__05-03-24,False,unidepth,54,1.8849191000588155
plantview__langdon_4__05-03-24,False,unidepth,55,1.8877525922323302
plantview__langdon_4__05-03-24,False,unidepth,56,1.9359796738575246
plantview__langdon_4__05-03-24,False,unidepth,57,1.6500419844874248
plantview__langdon_4__05-03-24,False,unidepth,58,1.1557334252352236
plantview__langdon_4__05-03-24,False,unidepth,59,0.7233201176637879
plantview__langdon_4__05-03-24,False,unidepth,60,0.5502673410272338
plantview__langdon_4__05-03-24,False,unidepth,61,0.6140326650834047
plantview__langdon_4__05-03-24,False,unidepth,62,1.4415569387397973
plantview__langdon_4__05-03-24,False,unidepth,63,1.224620713932059
plantview__langdon_4__05-03-24,False,unidepth,64,1.1873855798565875
plantview__langdon_4__05-03-24,False,unidepth,65,0.581418115595348
plantview__langdon_4__05-03-24,False,unidepth,66,0.47604496269603547
plantview__langdon_4__05-03-24,False,unidepth,67,0.5793187045743073
plantview__langdon_4__05-03-24,False,unidepth,68,0.782155819257801
plantview__langdon_4__05-03-24,False,unidepth,69,1.058623112958347
plantview__langdon_4__05-03-24,False,unidepth,70,1.6556876545313552
plantview__langdon_4__05-03-24,False,unidepth,71,1.3998629117734347
plantview__langdon_4__05-03-24,False,unidepth,72,1.5490772136597135
plantview__langdon_4__05-03-24,False,unidepth,73,1.3949812447671022
plantview__langdon_4__05-03-24,False,unidepth,74,1.3297044485463898
plantview__langdon_4__05-03-24,False,unidepth,75,1.3239399930690374
plantview__langdon_4__05-03-24,False,unidepth,76,1.4422948967636944
plantview__langdon_4__05-03-24,False,unidepth,77,1.7632889862724066
plantview__langdon_4__05-03-24,False,unidepth,78,1.9080681365773982
plantview__langdon_4__05-03-24,False,unidepth,79,1.9873479520478328
plantview__langdon_4__05-03-24,False,unidepth,80,1.9337523280738083
plantview__langdon_4__05-03-24,False,unidepth,81,1.9045729032289154
plantview__langdon_4__05-03-24,False,unidepth,82,1.9120587470376462
plantview__langdon_4__05-03-24,False,unidepth,83,1.5559443035723393
plantview__langdon_4__05-03-24,False,unidepth,84,1.37174764235216
plantview__langdon_4__05-03-24,False,unidepth,85,1.3392049451915544
plantview__langdon_4__05-03-24,False,unidepth,86,1.6410038666159195
plantview__langdon_4__05-03-24,False,unidepth,87,1.8361891731922508
plantview__langdon_4__05-03-24,False,unidepth,88,1.9709263860654787
plantview__langdon_4__05-03-24,False,unidepth,89,1.1635476348890759
plantview__langdon_4__05-03-24,False,unidepth,90,0.9559616991611316
plantview__langdon_4__05-03-24,False,unidepth,91,0.6983044270856723
plantview__langdon_4__05-03-24,False,unidepth,92,0.4892205236588443
plantview__langdon_4__05-03-24,False,unidepth,93,0.45504399169140386
plantview__langdon_4__05-03-24,False,unidepth,94,0.9713879562206968
plantview__langdon_4__05-03-24,False,unidepth,95,1.130683664770956
plantview__langdon_4__05-03-24,False,unidepth,96,0.9297346112693716
plantview__langdon_4__05-03-24,False,unidepth,97,0.86678294056836
plantview__langdon_4__05-03-24,False,unidepth,98,0.7788168740899492
plantview__langdon_4__05-03-24,False,unidepth,99,0.5060902649251053
plantview__langdon_4__05-03-24,False,unidepth,100,0.7337034580626787
plantview__langdon_4__05-03-24,False,unidepth,101,0.9866790555063971
plantview__langdon_4__05-03-24,False,unidepth,102,0.8767191443635206
plantview__langdon_4__05-03-24,False,unidepth,103,1.4544313607935306
plantview__langdon_4__05-03-24,False,unidepth,104,1.650959817316705
plantview__langdon_4__05-03-24,False,unidepth,105,1.6323554521309551
plantview__langdon_4__05-03-24,False,unidepth,106,1.5025518117775178
plantview__langdon_4__05-03-24,False,unidepth,107,1.6746651500336518
plantview__langdon_4__05-03-24,False,unidepth,108,1.634968017910015
plantview__langdon_4__05-03-24,False,unidepth,109,1.5705703263696358
